DATE,CLOSE,VOLUME
24-07-15,288.278015,37199400
25-07-15,288.696991,20662200
26-07-15,292.686005,16032300
27-07-15,293.623993,30592000
28-07-15,294.427002,25453600
29-07-15,289.589996,24672600
30-07-15,287.721985,21635800
31-07-15,284.649994,23629100
01-08-15,281.601013,18995000
02-08-15,282.614014,17722200
03-08-15,281.22699,21474100
04-08-15,285.217987,21908700
05-08-15,281.881989,20128000
06-08-15,278.576996,18792100
07-08-15,279.584991,42484800
08-08-15,260.997009,58533000
09-08-15,265.083008,23789600
10-08-15,264.470001,20979400
11-08-15,270.385986,25433900
12-08-15,266.376007,26815400
13-08-15,264.079987,27685500
14-08-15,265.679993,27091200
15-08-15,261.550995,19321100
16-08-15,258.506989,29717000
17-08-15,257.976013,21617900
18-08-15,211.078995,42147200
19-08-15,226.684006,60869200
20-08-15,235.350006,32275000
21-08-15,232.569,23173800
22-08-15,230.389999,23205900
23-08-15,228.169006,18406600
24-08-15,210.494995,59220700
25-08-15,221.608994,61089200
26-08-15,225.830994,31808000
27-08-15,224.768997,21905400
28-08-15,231.395996,31336600
29-08-15,229.779999,17142500
30-08-15,228.761002,19412600
31-08-15,230.056,20710700
01-09-15,228.121002,20575200
02-09-15,229.283997,18760400
03-09-15,227.182999,17482000
04-09-15,230.298004,20962400
05-09-15,235.018997,20671400
06-09-15,239.839996,25473700
07-09-15,239.847,21192200
08-09-15,243.606995,26879200
09-09-15,238.167999,23635700
10-09-15,238.477005,21215500
11-09-15,240.106995,19224700
12-09-15,235.229004,17962600
13-09-15,230.511993,18478800
14-09-15,230.643997,20997800
15-09-15,230.304001,19177800
16-09-15,229.091003,20144200
17-09-15,229.809998,18935400
18-09-15,232.975006,20242200
19-09-15,231.492996,12712600
20-09-15,231.212006,14444700
21-09-15,227.085007,19678800
22-09-15,230.617996,25009300
23-09-15,230.283005,17254100
24-09-15,234.529007,25097800
25-09-15,235.143997,22363600
26-09-15,234.339996,13724100
27-09-15,232.757004,14179900
28-09-15,239.141998,24713000
29-09-15,236.686996,22691300
30-09-15,236.059998,19743500
01-10-15,237.548996,20488800
02-10-15,237.292999,19677900
03-10-15,238.729996,16482700
04-10-15,238.259003,12999000
05-10-15,240.382996,23335900
06-10-15,246.063004,27535100
07-10-15,242.968994,22999200
08-10-15,242.304001,18515300
09-10-15,243.931,17353100
10-10-15,244.940994,15912700
11-10-15,247.050003,16827300
12-10-15,245.307999,17388300
13-10-15,249.507996,28198500
14-10-15,251.988998,27462600
15-10-15,254.320007,25223500
16-10-15,262.868988,35901500
17-10-15,270.640015,43199600
18-10-15,261.643005,22434300
19-10-15,263.437012,25258800
20-10-15,269.463013,30889800
21-10-15,266.272003,25637300
22-10-15,274.02301,37808600
23-10-15,276.496002,29442500
24-10-15,281.653992,25942400
25-10-15,283.679993,45717100
26-10-15,285.299988,32108800
27-10-15,293.787994,46331800
28-10-15,304.618011,50808100
29-10-15,313.855011,64495900
30-10-15,328.015015,78305000
31-10-15,314.165985,48598100
01-11-15,325.431,37001100
02-11-15,361.188995,101918000
03-11-15,403.416992,206162000
04-11-15,411.562988,263900000
05-11-15,386.354004,151824992
06-11-15,374.470001,122687000
07-11-15,386.481995,56625100
08-11-15,373.368011,51817600
09-11-15,380.256989,68224400
10-11-15,336.819,95797904
11-11-15,311.084015,107070000
12-11-15,338.152008,78477800
13-11-15,336.752991,52003000
14-11-15,332.906006,38612000
15-11-15,320.165985,44213100
16-11-15,330.751007,47980100
17-11-15,335.093994,51001600
18-11-15,334.589996,43783800
19-11-15,326.148987,45011100
20-11-15,322.022003,53152900
21-11-15,326.927002,28200500
22-11-15,324.536011,23439400
23-11-15,323.04599,27478900
24-11-15,320.04599,29362600
25-11-15,328.205994,41666900
26-11-15,352.68399,106105000
27-11-15,358.041992,55179100
28-11-15,357.381012,36816600
29-11-15,371.294006,40409300
30-11-15,377.321014,71701600
01-12-15,362.488007,60452200
02-12-15,359.187012,54160500
03-12-15,361.04599,50714900
04-12-15,363.183014,35784100
05-12-15,388.949005,66282200
06-12-15,388.78299,77762000
07-12-15,395.536011,63455800
08-12-15,415.562988,57801400
09-12-15,417.562988,90917200
10-12-15,415.479004,52138900
11-12-15,451.937988,110944000
12-12-15,434.997009,131969000
13-12-15,433.755005,55050600
14-12-15,444.182007,130496000
15-12-15,465.321014,83121104
16-12-15,454.93399,107944000
17-12-15,456.078003,47978400
18-12-15,463.615997,60220100
19-12-15,462.321991,47892700
20-12-15,442.684998,75409400
21-12-15,438.639008,77639696
22-12-15,436.571991,50840400
23-12-15,442.401001,47161400
24-12-15,454.984985,57157200
25-12-15,455.653015,39078500
26-12-15,417.273987,116166000
27-12-15,422.822998,53591200
28-12-15,422.278992,49638600
29-12-15,432.983002,51596500
30-12-15,426.619995,46889400
31-12-15,430.566986,45996600
01-01-16,434.334015,36278900
02-01-16,433.437988,30096600
03-01-16,430.010986,39633800
04-01-16,433.091003,38477500
05-01-16,431.959991,34522600
06-01-16,429.105011,34042500
07-01-16,458.048004,87562200
08-01-16,453.230011,56993000
09-01-16,447.610992,32278000
10-01-16,447.990997,35995900
11-01-16,448.428009,40450000
12-01-16,435.690002,115607000
13-01-16,432.371002,173888000
14-01-16,430.306,43945500
15-01-16,364.330994,153351008
16-01-16,387.536011,120352000
17-01-16,382.299011,45319600
18-01-16,387.167999,54403900
19-01-16,380.148987,46819800
20-01-16,420.230011,121720000
21-01-16,410.261993,68338000
22-01-16,382.492004,91546600
23-01-16,387.490997,56247400
24-01-16,402.971008,54824800
25-01-16,391.726013,59062400
26-01-16,392.153015,58147000
27-01-16,394.971985,47424400
28-01-16,380.289001,59247900
29-01-16,379.473999,86125296
30-01-16,378.255005,30284400
31-01-16,368.766998,37894300
01-02-16,373.056,51656700
02-02-16,374.447998,40378700
03-02-16,369.949005,45933400
04-02-16,389.593994,69285504
05-02-16,386.549011,43825000
06-02-16,376.522003,49249300
07-02-16,376.619995,37076300
08-02-16,373.446991,47671100
09-02-16,376.028992,55318500
10-02-16,381.648987,85130896
11-02-16,379.653992,74375600
12-02-16,384.263,67042800
13-02-16,391.859985,61911700
14-02-16,407.230011,74469800
15-02-16,400.184998,74070496
16-02-16,407.488007,73093104
17-02-16,416.321991,83193600
18-02-16,422.372986,76752600
19-02-16,420.785004,55711300
20-02-16,437.164001,93992096
21-02-16,438.798004,89820704
22-02-16,437.747986,85385200
23-02-16,420.735992,85244896
24-02-16,424.954987,67743696
25-02-16,424.544006,70798000
26-02-16,432.152008,61486000
27-02-16,432.519012,41893600
28-02-16,433.503998,53033400
29-02-16,437.696991,60694700
01-03-16,435.122986,74895800
02-03-16,423.989014,74955296
03-03-16,421.651001,100484000
04-03-16,410.938995,90856096
05-03-16,400.570007,135384992
06-03-16,407.707001,91212496
07-03-16,414.321014,85762400
08-03-16,413.971985,70311696
09-03-16,414.859985,70012304
10-03-16,417.131012,81022896
11-03-16,421.690002,73969696
12-03-16,411.623993,92712896
13-03-16,414.065002,74322800
14-03-16,416.437988,95259400
15-03-16,416.829987,66781700
16-03-16,417.010986,65185800
17-03-16,420.621002,83528600
18-03-16,409.548004,104940000
19-03-16,410.444,58423000
20-03-16,413.755005,45947900
21-03-16,413.307007,61655400
22-03-16,418.088989,66813300
23-03-16,418.040985,61444200
24-03-16,416.394012,68346704
25-03-16,417.177002,52560000
26-03-16,417.945007,44650400
27-03-16,426.765015,71229400
28-03-16,424.230988,68522800
29-03-16,416.515991,75411504
30-03-16,414.81601,66034100
31-03-16,416.729004,60215200
01-04-16,417.959991,51235700
02-04-16,420.872986,45681200
03-04-16,420.903992,38053700
04-04-16,421.444,50634300
05-04-16,424.029999,60718000
06-04-16,423.412994,59091000
07-04-16,422.744995,57858600
08-04-16,420.348999,63454700
09-04-16,419.411011,49792700
10-04-16,421.563995,73478600
11-04-16,422.483002,50747500
12-04-16,425.190002,70728800
13-04-16,423.734009,69060400
14-04-16,424.282013,45281000
15-04-16,429.713013,54801500
16-04-16,430.571991,39392800
17-04-16,427.398987,52125900
18-04-16,428.591003,55670900
19-04-16,435.509003,52810500
20-04-16,441.389008,72890096
21-04-16,449.424988,68204704
22-04-16,445.737,58804400
23-04-16,450.282013,50485400
24-04-16,458.554993,68198400
25-04-16,461.425995,87091800
26-04-16,466.088989,78971904
27-04-16,444.687012,93564896
28-04-16,449.010986,74064704
29-04-16,455.096985,49258500
30-04-16,448.317993,69322600
01-05-16,451.875,40660100
02-05-16,444.669006,92127000
03-05-16,450.303986,59366400
04-05-16,446.721985,50407300
05-05-16,447.976013,50440800
06-05-16,459.602997,72796800
07-05-16,458.536011,38364500
08-05-16,458.548004,40315000
09-05-16,460.483002,55493100
10-05-16,450.894989,58956100
11-05-16,452.727997,50605200
12-05-16,454.765991,59849300
13-05-16,455.670013,60845000
14-05-16,455.67099,37209000
15-05-16,457.567993,28514000
16-05-16,454.162994,59171500
17-05-16,453.78299,64100300
18-05-16,454.618988,86850096
19-05-16,438.714996,96027400
20-05-16,442.675995,81987904
21-05-16,443.187988,42762300
22-05-16,439.322998,39657600
23-05-16,444.154999,50582500
24-05-16,445.980988,65783100
25-05-16,449.598999,65231000
26-05-16,453.384003,65203800
27-05-16,473.463989,164780992
28-05-16,530.039978,181199008
29-05-16,526.232971,148736992
30-05-16,533.864014,87958704
31-05-16,531.385986,138450000
01-06-16,536.919983,86061800
02-06-16,537.971985,60378200
03-06-16,569.19397,122020000
04-06-16,572.72699,94925296
05-06-16,574.97699,68874096
06-06-16,585.536987,72138896
07-06-16,576.596985,107770000
08-06-16,581.64502,80265800
09-06-16,574.630005,71301000
10-06-16,577.469971,66991900
11-06-16,606.72699,82357000
12-06-16,672.783997,277084992
13-06-16,704.375977,243295008
14-06-16,685.559021,186694000
15-06-16,694.468994,99223800
16-06-16,766.307983,271633984
17-06-16,748.908997,363320992
18-06-16,756.22699,252718000
19-06-16,763.781006,136184992
20-06-16,737.226013,174511008
21-06-16,666.651978,309944000
22-06-16,596.116028,266392992
23-06-16,623.97699,253462000
24-06-16,665.299011,224316992
25-06-16,665.122986,126656000
26-06-16,629.367004,109225000
27-06-16,655.275024,122134000
28-06-16,647.000977,138384992
29-06-16,639.890015,142456000
30-06-16,673.336975,138980000
01-07-16,676.296021,134431008
02-07-16,703.702026,112354000
03-07-16,658.664001,129512000
04-07-16,683.661987,92008400
05-07-16,670.627014,130476000
06-07-16,677.330994,134960992
07-07-16,640.562012,258091008
08-07-16,666.52301,141970000
09-07-16,650.960022,180536000
10-07-16,649.359985,102532000
11-07-16,647.658997,107910000
12-07-16,664.551025,138172992
13-07-16,654.468018,131449000
14-07-16,658.078003,98511400
15-07-16,663.255005,81673104
16-07-16,660.767029,50330200
17-07-16,679.458984,74407904
18-07-16,673.106018,69465000
19-07-16,672.864014,61203300
20-07-16,665.684998,94636400
21-07-16,665.012024,60491800
22-07-16,650.619019,134169000
23-07-16,655.55603,69532200
24-07-16,661.284973,118184000
25-07-16,654.096985,78176496
26-07-16,651.783997,225135008
27-07-16,654.35199,147460992
28-07-16,655.034973,86428400
29-07-16,656.992004,60703500
30-07-16,655.046997,38456100
31-07-16,624.68103,110818000
01-08-16,606.271973,121887000
02-08-16,547.465027,330932992
03-08-16,566.35498,207982000
04-08-16,578.289001,125292000
05-08-16,575.04303,66127900
06-08-16,587.778015,80797296
07-08-16,592.690002,82398400
08-08-16,591.054016,61194100
09-08-16,587.801025,92228096
10-08-16,592.103027,102905000
11-08-16,589.119995,74514400
12-08-16,587.559021,69218000
13-08-16,585.588013,43563000
14-08-16,570.473022,60851100
15-08-16,567.23999,57262300
16-08-16,577.439026,58405200
17-08-16,573.216003,54443000
18-08-16,574.317993,59896600
19-08-16,575.630005,50631600
20-08-16,581.697021,45301400
21-08-16,581.307983,38299400
22-08-16,586.752991,72844000
23-08-16,583.414978,85349200
24-08-16,580.182007,56328200
25-08-16,577.760986,136130000
26-08-16,579.651001,48856800
27-08-16,569.947021,59698300
28-08-16,573.911987,86301600
29-08-16,574.106995,110398000
30-08-16,577.502991,70342400
31-08-16,575.471985,75840896
01-09-16,572.302979,76923400
02-09-16,575.536987,79910800
03-09-16,598.211975,159014000
04-09-16,608.633972,97942896
05-09-16,606.590027,82446800
06-09-16,610.435974,78529104
07-09-16,614.544006,75032400
08-09-16,626.315979,86713000
09-09-16,622.861023,64550200
10-09-16,623.508972,45016800
11-09-16,606.718994,73610800
12-09-16,608.242981,72812304
13-09-16,609.241028,86920600
14-09-16,610.684021,47877700
15-09-16,607.155029,59464600
16-09-16,606.973022,64963400
17-09-16,605.984009,37140300
18-09-16,609.874023,48679400
19-09-16,609.22699,54796400
20-09-16,608.312012,72710896
21-09-16,597.148987,82776200
22-09-16,596.297974,67085300
23-09-16,602.84198,51067000
24-09-16,602.625,35359500
25-09-16,600.825989,33977800
26-09-16,608.04303,59153800
27-09-16,606.166016,49422400
28-09-16,604.728027,48722600
29-09-16,605.692993,55658600
30-09-16,609.734985,56122400
01-10-16,613.982971,56357000
02-10-16,610.892029,39249800
03-10-16,612.132996,46798300
04-10-16,610.203979,49801600
05-10-16,612.510986,68077504
06-10-16,613.020996,56812100
07-10-16,617.120972,64071400
08-10-16,619.107971,42345900
09-10-16,616.752014,39243400
10-10-16,618.994019,67481104
11-10-16,641.072021,103590000
12-10-16,636.192017,92370200
13-10-16,636.786011,61620700
14-10-16,640.377991,58144600
15-10-16,638.645996,39035400
16-10-16,641.630981,40298100
17-10-16,639.192993,58063600
18-10-16,637.960022,65546700
19-10-16,630.52002,69381696
20-10-16,630.856995,56957300
21-10-16,632.828003,55951000
22-10-16,657.294006,78556496
23-10-16,657.070984,54474600
24-10-16,653.760986,62218200
25-10-16,657.588013,90378800
26-10-16,678.304016,88877104
27-10-16,688.312988,96105296
28-10-16,689.651001,81145504
29-10-16,714.479004,134760992
30-10-16,701.864014,100665000
31-10-16,700.971985,97064400
01-11-16,729.79303,130527000
02-11-16,740.828979,84865200
03-11-16,688.700012,172808000
04-11-16,703.234985,99907696
05-11-16,703.41803,53752300
06-11-16,711.521973,59902200
07-11-16,703.130981,65047100
08-11-16,709.848022,79660800
09-11-16,723.27301,132429000
10-11-16,715.533997,68807800
11-11-16,716.411011,63119700
12-11-16,705.054016,64622500
13-11-16,702.031006,80318096
14-11-16,705.020996,62993000
15-11-16,711.619019,72038496
16-11-16,744.197998,141294000
17-11-16,740.97699,108579000
18-11-16,751.585022,87363104
19-11-16,751.616028,110608000
20-11-16,731.026001,154116000
21-11-16,739.247986,60802400
22-11-16,751.346985,129906000
23-11-16,744.593994,76543800
24-11-16,740.289001,85919296
25-11-16,741.648987,67807600
26-11-16,735.382019,54962700
27-11-16,732.034973,52601800
28-11-16,735.812988,61888600
29-11-16,735.604004,68511104
30-11-16,745.690979,84070800
01-12-16,756.773987,80461904
02-12-16,777.94397,127605000
03-12-16,771.155029,69547296
04-12-16,773.872009,60557900
05-12-16,758.700012,106363000
06-12-16,764.223999,116218000
07-12-16,768.132019,96426096
08-12-16,770.809998,80111904
09-12-16,772.794006,68705296
10-12-16,774.650024,53843100
11-12-16,769.731018,57313400
12-12-16,780.086975,76571000
13-12-16,780.55603,81645600
14-12-16,781.481018,75979000
15-12-16,778.088013,81580096
16-12-16,784.906982,83608200
17-12-16,790.828979,78989800
18-12-16,790.530029,60524400
19-12-16,792.713989,74886400
20-12-16,800.875977,99629296
21-12-16,834.281006,155576000
22-12-16,864.539978,200027008
23-12-16,921.984009,275564000
24-12-16,898.822021,137727008
25-12-16,896.182983,143664992
26-12-16,907.609985,123771000
27-12-16,933.197998,167308000
28-12-16,975.921021,236630000
29-12-16,973.497009,199320000
30-12-16,961.237976,187474000
31-12-16,963.742981,99135104
01-01-17,998.325012,147775008
02-01-17,1021.75,222184992
03-01-17,1043.839966,185168000
04-01-17,1154.72998,344945984
05-01-17,1013.380005,510199008
06-01-17,902.200989,351876000
07-01-17,908.585022,279550016
08-01-17,911.198975,158715008
09-01-17,902.828003,141876992
10-01-17,907.679016,115808000
11-01-17,777.757019,310928992
12-01-17,804.833984,222326000
13-01-17,823.984009,168968000
14-01-17,818.411987,93063296
15-01-17,821.797974,71013600
16-01-17,831.533997,82755200
17-01-17,907.937988,155095008
18-01-17,886.617981,225676992
19-01-17,899.072998,105625000
20-01-17,895.026001,86728400
21-01-17,921.789001,111158000
22-01-17,924.672974,116573000
23-01-17,921.012024,73588600
24-01-17,892.687012,111349000
25-01-17,901.541992,120831000
26-01-17,917.585999,131958000
27-01-17,919.75,125594000
28-01-17,921.590027,68979600
29-01-17,919.495972,60851700
30-01-17,920.382019,78227296
31-01-17,970.403015,164582000
01-02-17,989.02301,150110000
02-02-17,1011.799988,145820992
03-02-17,1029.910034,201278000
04-02-17,1042.900024,155064000
05-02-17,1027.339966,114208000
06-02-17,1038.150024,111762000
07-02-17,1061.349976,146007008
08-02-17,1063.069946,201855008
09-02-17,994.382996,407220000
10-02-17,988.674011,190452000
11-02-17,1004.450012,102261000
12-02-17,999.18103,67530000
13-02-17,990.642029,100607000
14-02-17,1004.549988,137946000
15-02-17,1007.47998,89759400
16-02-17,1027.439941,122277000
17-02-17,1046.209961,136474000
18-02-17,1054.420044,99073504
19-02-17,1047.869995,77423296
20-02-17,1079.97998,109478000
21-02-17,1115.300049,186868992
22-02-17,1117.439941,136100000
23-02-17,1166.719971,189454000
24-02-17,1173.680054,330759008
25-02-17,1143.839966,139960992
26-02-17,1165.199951,116486000
27-02-17,1179.969971,131570000
28-02-17,1179.969971,184956000
01-03-17,1222.5,229056992
02-03-17,1251.01001,368275008
03-03-17,1274.98999,315739008
04-03-17,1255.150024,183270000
05-03-17,1267.119995,134127000
06-03-17,1272.829956,153656992
07-03-17,1223.540039,291256000
08-03-17,1150,332603008
09-03-17,1188.48999,212283008
10-03-17,1116.719971,563795968
11-03-17,1175.829956,283320000
12-03-17,1221.380005,227176000
13-03-17,1231.920044,380276992
14-03-17,1240,245306000
15-03-17,1249.609985,297804992
16-03-17,1187.810059,638568000
17-03-17,1100.22998,706598976
18-03-17,973.817993,621302016
19-03-17,1036.73999,406648000
20-03-17,1054.22998,286529984
21-03-17,1120.540039,337391008
22-03-17,1049.140015,380840992
23-03-17,1038.589966,248540000
24-03-17,937.52002,491038016
25-03-17,972.778992,435803008
26-03-17,966.724976,303668000
27-03-17,1045.77002,372535008
28-03-17,1047.150024,326332000
29-03-17,1039.969971,298457984
30-03-17,1026.430054,352968992
31-03-17,1071.790039,447287008
01-04-17,1080.5,289633984
02-04-17,1102.170044,514187008
